video_id,category,video_length,raw_video_file_length,text_mrr,video_mrr,mrr_delta,text_temporal_ndcg,video_temporal_ndcg,t_ndcg_delta,text_cos_sim,video_cos_sim,text_cos_sim_residual,video_cos_sim_residual,apcs_surprisal_nll,apcs_perplexity,video_surprisal_var,video_surprisal_avg,video_surprisal_max
Survival-Instinct_7-clip-8,Survival,60,61,0.3705875294117647,0.26159774436038863,0.10898978505137608,0.7872828758605248,0.6442811967000492,0.14300167916047557,0.27869736965811964,0.8395784745613734,0.06053368803418803,0.5664669669543704,1.0689615885416666,3.3384096225102744,0.011333711445331573,0.12138761579990387,0.5398479104042053
Survival-Instinct_8-clip-4,Survival,60,62,0.3652629607843137,0.27824123801518497,0.08702172276912873,0.774801907070443,0.6612670027109674,0.11353490435947566,0.2129073739316239,0.8663473154107729,-0.0031770021367521373,0.4607731057330966,1.2961181640625,3.883859896659851,0.0200533214956522,0.09389012306928635,0.7953957319259644
Survival-Instinct_9-clip-2,Survival,60,65,0.34775866666666666,0.2841545150751008,0.06360415159156585,0.7710589502331967,0.6601214987028216,0.11093745153037515,0.24846733119658118,0.685107929011186,0.03929021794871795,0.41705668934931356,1.129541015625,3.4155830423037212,0.027424994856119156,0.16191686689853668,0.8460276126861572
Survival-Skills-Primitive_3-clip-0,Survival,60,65,0.37404221568627455,0.2841545150751008,0.08988770061117374,0.7868853953978769,0.6651431066433149,0.12174228875456206,0.2725561517094017,0.8324030190706253,0.04739972435897436,0.5874474067240953,1.0968180338541667,3.3187775115172067,0.022036204114556313,0.15163342654705048,0.8156930208206177
TK-Hinshaw_5-clip-0,Farming,60,86,0.3522237,0.2660264170039418,0.08619728299605817,0.7837174101454201,0.6537318666939436,0.1299855434514765,0.303520688034188,0.7188758055369059,0.02517565811965812,0.2009483557194471,0.9993937174479167,3.055393443504969,0.014334745705127716,0.15843884646892548,0.805577278137207
TK-Hinshaw_7-clip-0,Farming,60,64,0.33381868627450983,0.27824123801518497,0.05557744825932487,0.7762592215735624,0.663113922419761,0.11314529915380145,0.25259401495726497,0.5722439785798391,0.005384799145299143,0.1996890353038907,1.2696451822916666,4.10358082652092,0.06543025374412537,0.3522573709487915,0.9054278135299683
Tornado-Trackers_1-clip-0,Nature/Doc,60,61,0.3445693725490196,0.26159774436038863,0.08297162818863096,0.7701887508058757,0.6507482146677473,0.11944053613812833,0.25111131837606837,0.587417537967364,0.01764032905982906,0.27651525164643925,1.2116414388020833,4.264965188503266,0.03431516885757446,0.2337118536233902,0.8991509675979614
Tornado-Trackers_10-clip-4,Nature/Doc,60,61,0.37292361999999996,0.26159774436038863,0.11132587563961133,0.7771846596347116,0.6429229117073244,0.1342617479273872,0.28417621581196584,0.9611608410875002,-0.00044007692307692015,0.42114898065725964,1.169677734375,3.8055555403232573,0.0007198780658654869,0.02764582633972168,0.17269456386566162
Tornado-Trackers_6-clip-2,Nature/Doc,60,68,0.3866554,0.28546648424559523,0.10118891575440475,0.7917520275271701,0.6689238045205714,0.12282822300659868,0.307137547008547,0.8059221009413401,0.05823554700854701,0.5649601854383945,1.2848958333333333,4.171254388491312,0.0204135961830616,0.12063426524400711,0.5648318529129028
TreadmillTV_2-clip-1,Scenery,60,68,0.36955278,0.28546648424559523,0.0840862957544048,0.7899868909621766,0.6650762561957616,0.12491063476641495,0.31701028205128207,0.8201201458772024,0.03974431196581196,0.44574083760380745,1.1554606119791666,3.638299121459325,0.006955357268452644,0.1308828592300415,0.3976026773452759
